Document,Transcription,Consignment,Artist Name 1,Artist Name 2,Artist Name 3,Artist Name 4,Artist Name 5,Owner Name 1,Owner Name 2,Owner Name 3,Owner Name 4,Owner Name 5,Beneficiaries,Title,Subject/Genre,Subject/ICON,Object Type,Document Type,Object Notes,Inscription,Transaction,Date or Range,Document Origin,Residence,Room,Entry Date,Purchase Loc,Sale Date,Auction House,Sale Location,Purchase Price,KnoedShare Price,Dealer Cost,Sale Price,KnoedSale Price,Seller(s),Buyer(s),Joint Owner(s),Prev Owner(s),Prev Sales,Post Owner(s),Post Sales,Present Loc,Expert,Comm-Priseur,Lugt Number,Number of Lots,Notes,Catalog Loc(s),Photocopies,Editor Notes,Introduction,Archive Record,Related Doc(s),Further Notes,Bibliography,Appraiser,Notary,Pubication,Contributor,Other Invent(s),Annotations,Column 64,Column 65
"Sales Catalog Br-5804, Lot 0307",,,"BERCHEM, NICOLAES PIETERSZ. (Dutch) -- from catalog: Berghem",,,,,,,,,,,"A Barge lying at anchor under an old Roman bridge, the crew engaged making baskets, on the stone causeway leadiang to the river are numerous figures, an apple seller, fowls, dogs, &c.; a rich composition, full of character and expression.",,,Painting,,"on canvas, 3' 4 by 2' 7 1/2",,Sold,,,,,,,1850 Nov 4 - 1850 Nov  6 (This Lot: Nov  5),Foster (Edward),"London, England, UK",,,,99-15 pounds(BIB),,"Palmerston, Henry John Temple, 3rd Viscount;  -- from catalog: Lord Palmerston","Norton, Peter;  -- from catalog: P Norton",,,,,,,,,20028,,,,,,,,,,,,,,,,,,
"Sales Catalog Br-5804, Lot 0310",,,"WOUWERMAN, PHILIPS (Dutch) -- from catalog: Ph. Wouvermans",,,,,,,,,,,"A Landscape.  A lady and gentleman on horseback are out coursing, and halting for a moment on the edge of a wood, near a sandy bank on which the light of the sun is strongly thrown, a servant is taking up one of the greyhounds, which has probably had a run, the other dogs are near; to the right is a man on horseback, and two figures lying at the side of the road; a village is seen in the distance; dock leaves and the trunk of a tree in front, complete this this [sic] very agreeable scene.",,,Painting,,"on panel, 2' 1 by 1' 8 3/4",,Sold,,,,,,,1850 Nov 4 - 1850 Nov  6 (This Lot: Nov  5),Foster (Edward),"London, England, UK",,,,54-12 pounds(BIB),,"Palmerston, Henry John Temple, 3rd Viscount;  -- from catalog: Lord Palmerston","Rutley, John Lewis;  -- from catalog: Rutley",,,1795/03/17 LOCH 0094 REYNOLDS Br-A2085,"Hirsch, baronne de [from C. Hofstede de Groot, Catalogue raisonné, II, no.576: Baronne de Hirsch]",,,,,20028,,,,,,,,,,,,,,,,,,
"Sales Catalog Br-5784, Lot 0052",,,RUISDAEL (Dutch) -- from catalog: Ruysdael,,,,,,,,,,,"A River in a Wood, with a man and dogs upon a road.",,,Painting,,,,Sold,,,,,,,1848 Apr 14 - 1848 Apr 15 (This Lot: Apr 14),Christie's,"London, England, UK",,,,16-5 pounds(CL),,"Hughes, John Newington;  -- from catalog: John Newington Hughes, Esq.",Reinagle;  -- from catalog: Reinagle,,,,,,,,,18988,,,,,,,,,,,,,,,,,,
"Sales Catalog Br-5314, Lot 0146",,,TIZIANO VECELLIO (Italian) -- from catalog: Titian,,,,,,,,,,,"Venus and Adonis.      This celebrated and well known painting was bought in Rome, on the recommendation of Sir Joshua Reynolds, by the Earl of Bristol, Bishop of Derry, for the sum of £5000.  It was purchased from his nephew, the late Sir Harvey Bruce, bart.-- It has been considered by competent judges to be superior, as it also differs, in some respects, from the duplicates which exist in London.  It is marked on the lower hem of the falling vest of Venus, 1533 Adonis, Venus M. T.   To detain from the fatal hunt, Adonis, who holds his dogs in one hand, while he supports himself on his spear with the other, the Goddess struggles to hold him in her arms.  Cupid has fallen asleep while sitting beneath the trees.  His posture is beautiful and natural.  The execution will speak for itself, and justify the renown of this celebrated painter. It may be noticed that independently of the poetical introduction of the sleeping Cupid, there is something beautifully fanciful in the storm bursting over the woody",,,Painting,,"6' 8, by 5' 10",,Unknown,,,,,,,1841 Aug 17 and following days (This Lot: Aug 17),Littledate (John),"Dublin, Ireland",,,,31-0 pounds(NGD),,"Sirr, Henry Charles, Major;  -- from catalog: Major Sirr",,,"Bristol, Frederick Augustus Hervey, 4th Earl of [from Catalogue: Earl of Bristol, Bishop of Derry]; Bruce, Henry Harvey Aston, Sir, 1st Bart. [from Catalogue: Sir Harvey Bruce, bart.]",1813/12/08 DUHB 0093 BRUCE Br-1156,,,,,,16293,,,,,,,,,,,,,,,,,,
"Sales Catalog Br-17500, Lot 0064",,,"MOUCHERON (Dutch), and Lingelbach -- from catalog: Moucheron","LINGELBACH, JOHANNES (Dutch), and Moucheron -- from catalog: Lingelback",,,,,,,,,,"An extensive Landscape with numerous figures, horses, dogs, &c. dispersed in groups over the picture, preparing to start for the chase.",,,Painting,,,,Sold,,,,,,,1859 Jul 26 - 1859 Aug 30 (This Lot: Jul 26),Phillips (Harry),"Cheltenham, England, UK",,,,64-1 pounds,,"Northwick, John Rushout, Sir, 2nd Baron;  -- from catalog: Lord Northwick","Gritten;  -- from catalog: Gritten, Piccadilly",,,,,,,,,25025,,,,,,,,,,,,,,,,,,
"Sales Catalog Br-17500, Lot 0143",,,"HOBBEMA, MEINDERT (Dutch) -- from catalog: Hobbima",,,,,,,,,,,"A grand Landscape, with a winding road runing through the centre of the picture, along which several figures are travelling, and others are halting at the door of an Inn; to the left, a cavalier with huntsman and dogs is pursuing the chase.",,,Painting,,,,Sold,,,,,,,1859 Jul 26 - 1859 Aug 30 (This Lot: Jul 27),Phillips (Harry),"Cheltenham, England, UK",,,,105-0 pounds,,"Northwick, John Rushout, Sir, 2nd Baron;  -- from catalog: Lord Northwick","Gibbons, Benjamin;  -- from catalog: Benjamin Gibbons, Esq.",,,,,,,,,25025,,,,,,,,,,,,,,,,,,
"Sales Catalog Br-17500, Lot 0246",,,"CUYP, G. [UNIDENTIFIED] (Dutch) -- from catalog: G. Cuyp",,,,,,,,,,,"A Landscape with cavaliers, huntsmen and dogs preparing for the chase.",,,Painting,,,,Sold,,,,,,,1859 Jul 26 - 1859 Aug 30 (This Lot: Jul 28),Phillips (Harry),"Cheltenham, England, UK",,,,15-15 pounds,,"Northwick, John Rushout, Sir, 2nd Baron;  -- from catalog: Lord Northwick","Sammarez, de, Lord;  -- from catalog: Lord de Sammarez",,,,,,,,,25025,,,,,,,,,,,,,,,,,,
"Sales Catalog Br-17500, Lot 0369",,,"MORLAND, GEORGE (British) -- from catalog: G. Morland",,,,,,,,,,,"A Landscape, with two shepherds and their dogs.  Painted with great freedom.",,,Painting,,,,Sold,,,,,,,1859 Jul 26 - 1859 Aug 30 (This Lot: Jul 29),Phillips (Harry),"Cheltenham, England, UK",,,,26-5 pounds,,"Northwick, John Rushout, Sir, 2nd Baron;  -- from catalog: Lord Northwick","Abrahams, A. and J.;  -- from catalog: A. and J. Abrahams",,,,,,,,,25025,,,,,,,,,,,,,,,,,,
"Sales Catalog Br-17500, Lot 0400",,,"MORTON, JOHN LUDLOW (American) -- from catalog: Morton",,,,,,,,,,,"Italian Beggar Boys, with monkey, dogs, &c.   The subject well told and the colouring effective.",,,Painting,,,,Sold,,,,,,,1859 Jul 26 - 1859 Aug 30 (This Lot: Aug  2),Phillips (Harry),"Cheltenham, England, UK",,,,50-8 pounds,,"Northwick, John Rushout, Sir, 2nd Baron;  -- from catalog: Lord Northwick","Weaver;  -- from catalog: Weaver, Tewkesbury",,,,,,,,,25025,,,,,,,,,,,,,,,,,,
"Sales Catalog Br-5314, Lot 0366",,,"WIJNANTS, JAN (Dutch) -- from catalog: Wynants",,,,,,,,,,,"Landscape and Figures.     A very beautiful and agreeable picture of this much-esteemed master, painted on copper, and marked with his name and the date 1669.  His choice of subject is most agreeable -- the finishing exquisite.-- A sportsman and dogs are approaching a ford, and a horseman descending a hill behind them.  The watert is pellucid -- the palings, rocks, herbage, dogs, all are touched with the nicest pencil.",,,Painting,,"on copper, 2' 1, by 1' 7",signed and dated 1669,Unknown,,,,,,,1841 Aug 17 and following days (This Lot: Aug 17),Littledate (John),"Dublin, Ireland",,,,80-0 pounds(NGD),,"Sirr, Henry Charles, Major;  -- from catalog: Major Sirr",,,,,,,,,,16293,,,,,,,,,,,,,,,,,,
"Sales Catalog Br-A2172, Lot 0164[a]",,,"VELDE, WILLEM VAN DE (II) (Dutch) -- from catalog: Vandeveldt",,,,,,,,,,,A Sea-piece. -- Nonditos[?]. 1 of Dogs (THIS LOT: A Sea-piece),Landscape; Marines,,Painting,,,,Unknown,,,,,,,1796 Aug 4 - 1796 Aug  5 (This Lot: Aug  5),Fisher,"London, England, UK",,,,,,,,,,,,,,,,5486,,,,,,,,,,,,,,,,,,
"Sales Catalog Br-A2172, Lot 0164[b]",,,[ANONYMOUS] (Unknown) -- from catalog: [Anonymous],,,,,,,,,,,A Sea-piece. -- Nonditos[?]. 1 of Dogs (THIS LOT: 1 of Dogs),Animals,,Painting,,,,Unknown,,,,,,,1796 Aug 4 - 1796 Aug  5 (This Lot: Aug  5),Fisher,"London, England, UK",,,,,,,,,,,,,,,,5486,,,,,,,,,,,,,,,,,,
"Sales Catalog Br-17500, Lot 0510",,,"GRYEF, ADRIAEN DE (Flemish) -- from catalog: Grieff",,,,,,,,,,,"A Sportsman in a Landscape, with dogs and dead game.",,,Painting,,,,Sold,,,,,,,1859 Jul 26 - 1859 Aug 30 (This Lot: Aug  3),Phillips (Harry),"Cheltenham, England, UK",,,,9-9 pounds,,"Northwick, John Rushout, Sir, 2nd Baron;  -- from catalog: Lord Northwick","Cremer;  -- from catalog: Cremer, Cheltenham",,,,,,,,,25025,,,,,,,,,,,,,,,,,,
"Sales Catalog Br-5395, Lot 0096",,,"BERCHEM, NICOLAES PIETERSZ. (Dutch) -- from catalog: Berghem",,,,,,,,,,,"A woody landscape, with a man on a mule, and a female peasant with a donkey, cattle, and dogs, near a shallow ford.",,,Painting,,,,Sold,,,,,,,1842 May 20 - 1842 May 21 (This Lot: May 20),Christie's,"London, England, UK",,,,37-16 pounds(CL),,Taprel & Holland;  -- from catalog: Taprel & Holland,Emery;  -- from catalog: Emery,,,,,,,,,16608,,,,,,,,,,,,,,,,,,
"Sales Catalog Br-5395, Lot 0030",,,"CASTIGLIONE, GIOVANNI BENEDETTO (IL GRECHETTO) (Italian) -- from catalog: Castiglione",,,,,,,,,,,"A female figure, with cattle and dogs, in a landscape.",,,Painting,,,,Sold,,,,,,,1842 May 20 - 1842 May 21 (This Lot: May 21),Christie's,"London, England, UK",,,,1-5 pounds(CL),,"Upper Ossory, John Fitzpatrick, 2nd Earl of;  -- from catalog: Earl of Upper Ossory","Wilkes, John;  -- from catalog: Wilks",,,,,,,,,16608,,,,,,,,,,,,,,,,,,
"Sales Catalog Br-A10, Lot [A]0003",,,[ANONYMOUS] (Unknown) -- from catalog: [Anonymous],,,,,,,,,,,A Wolf and Dogs,,,Painting,,,,Unknown,,,,,,,1689 Jun 28,Anonymous,"London, England, UK",,,,,,,,,,,,,,,,18,,,,,,,,,,,,,,,,,,
"Sales Catalog Br-A10, Lot [A]0007",,,[ANONYMOUS] (Unknown) -- from catalog: [Anonymous],,,,,,,,,,,A Dogs Head,,,Painting,,,,Unknown,,,,,,,1689 Jun 28,Anonymous,"London, England, UK",,,,,,,,,,,,,,,,18,,,,,,,,,,,,,,,,,,
"Sales Catalog Br-A12, Lot [A]0104",,,[ANONYMOUS] (Unknown) -- from catalog: [Anonymous],,,,,,,,,,,A Lyon and Dogs,,,Painting,,,,Unknown,,,,,,,1689 Jul 5,Anonymous,"London, England, UK",,,,,,,,,,,,,,,,20,,,,,,,,,,,,,,,,,,
"Sales Catalog Br-A14, Lot [A]0052",,,[ANONYMOUS] (Unknown) -- from catalog: [Anonymous],,,,,,,,,,,A Bore and Dogs,,,Painting,,,,Unknown,,,,,,,1689 Jul 19,Anonymous,"London, England, UK",,,,,,,,,,,,,,,,22,,,,,,,,,,,,,,,,,,
"Sales Catalog Br-A14, Lot [A]0053",,,[ANONYMOUS] (Unknown) -- from catalog: [Anonymous],,,,,,,,,,,A Porcupine and Dogs,,,Painting,,,,Unknown,,,,,,,1689 Jul 19,Anonymous,"London, England, UK",,,,,,,,,,,,,,,,22,,,,,,,,,,,,,,,,,,
"Sales Catalog Br-A14, Lot [A]0066",,,"DYCK, ANTHONIE VAN (Flemish) -- from catalog: Van Dyck",,,,,,,,,,,Van Dycks Dogs,,,Painting,,,,Unknown,,,,,,,1689 Jul 19,Anonymous,"London, England, UK",,,,,,,,,,,,,,,,22,,,,,,,,,,,,,,,,,,
"Sales Catalog Br-A15, Lot [A]0078",,,[ANONYMOUS] (Unknown) -- from catalog: [Anonymous],,,,,,,,,,,A Wolf-Dogs Head,,,Painting,,,,Unknown,,,,,,,1689 Jul 26,Anonymous,"London, England, UK",,,,,,,,,,,,,,,,23,,,This lot was misnumbered no.68.,,,,,,,,,,,,,,,
"Sales Catalog Br-A15, Lot [A]0089",,,[ANONYMOUS] (Unknown) -- from catalog: [Anonymous],,,,,,,,,,,A piece of Dogs and Birds,,,Painting,,,,Unknown,,,,,,,1689 Jul 26,Anonymous,"London, England, UK",,,,,,,,,,,,,,,,23,,,,,,,,,,,,,,,,,,
"Sales Catalog Br-A15, Lot [A]0109",,,[ANONYMOUS] (Unknown) -- from catalog: [Anonymous],,,,,,,,,,,A Bull and Dogs,,,Painting,,,,Unknown,,,,,,,1689 Jul 26,Anonymous,"London, England, UK",,,,,,,,,,,,,,,,23,,,,,,,,,,,,,,,,,,
"Sales Catalog Br-A16, Lot [A]0117",,,"HONDIUS, ABRAHAM (Dutch), copy after -- from catalog: Hondius",,,,,,,,,,,"Two Dogs fighting, after Hondius",,,Painting,,,,Unknown,,,,,,,1689 Aug 2,Anonymous,"London, England, UK",,,,,,,,,,,,,,,,24,,,,,,,,,,,,,,,,,,
"Sales Catalog Br-A16, Lot [A]0119",,,[ANONYMOUS] (Unknown) -- from catalog: [Anonymous],,,,,,,,,,,A piece of Dogs and a Cat,,,Painting,,,,Unknown,,,,,,,1689 Aug 2,Anonymous,"London, England, UK",,,,,,,,,,,,,,,,24,,,,,,,,,,,,,,,,,,
"Sales Catalog Br-A16, Lot [A]0121",,,[ANONYMOUS] (Unknown) -- from catalog: [Anonymous],,,,,,,,,,,Two little Dogs,,,Painting,,,,Unknown,,,,,,,1689 Aug 2,Anonymous,"London, England, UK",,,,,,,,,,,,,,,,24,,,,,,,,,,,,,,,,,,
"Sales Catalog Br-A16, Lot [A]0126",,,[ANONYMOUS] (Unknown) -- from catalog: [Anonymous],,,,,,,,,,,Little piece of a Bull and Dogs,,,Painting,,,,Unknown,,,,,,,1689 Aug 2,Anonymous,"London, England, UK",,,,,,,,,,,,,,,,24,,,,,,,,,,,,,,,,,,
"Sales Catalog Br-A17, Lot [B]0098",,,[ANONYMOUS] (Unknown) -- from catalog: [Anonymous],,,,,,,,,,,A piece of a Boar and Dogs,,,Painting,,,,Unknown,,,,,,,1689 Aug 13,Millington (Edward),"Royal Tunbridge Wells, England, UK",,,,,,,,,,,,,,,,25,,,,,,,,,,,,,,,,,,
"Sales Catalog Br-A18, Lot 0091",,,[ANONYMOUS] (Unknown) -- from catalog: [Anonymous],,,,,,,,,,,Two Dogs with an Ox head,,,Painting,,,,Unknown,,,,,,,1689 Sep 25,Anonymous,"London, England, UK",,,,,,,,,,,,,,,,26,,,,,,,,,,,,,,,,,,
"Sales Catalog Br-A18, Lot 0180",,,"IMMENRAET, PHILIPS AUGUSTYN (Flemish) -- from catalog: Emellrood",,,,,,,,,,,A pc of Dogs and Bucks Original the Landskip by Emellrood,,,Painting,,,,Unknown,,,,,,,1689 Sep 25,Anonymous,"London, England, UK",,,,,,,,,,,,,,,,26,,,,,,,,,,,,,,,,,,
"Sales Catalog Br-A21, Lot 0029",,,[DUTCH] (Dutch) -- from catalog: a Dutch Master,,,,,,,,,,,Dogs hunting a duck by a Dutch Master,,,Painting,,,,Unknown,,,,,,,1689 Nov 6,Anonymous,"London, England, UK",,,,,,,,,,,,,,,,29 and 31,,,,,,,,,,,,,,,,,,
"Sales Catalog Br-A21, Lot 0156",,,[ANONYMOUS] (Unknown) -- from catalog: [Anonymous],,,,,,,,,,,Dogs eating the Flesh of Jezabel,,,Painting,,,,Unknown,,,,,,,1689 Nov 6,Anonymous,"London, England, UK",,,,,,,,,,,,,,,,29 and 31,,,,,,,,,,,,,,,,,,
"Sales Catalog Br-A24, Lot 0133",,,[ANONYMOUS] (Unknown) -- from catalog: a good Master,,,,,,,,,,,A piece of Dogs by a good Master,,,Painting,,,,Unknown,,,,,,,1690 Jan 29 - 1690 Jan 31 (This Lot: Jan 29),Anonymous,"London, England, UK",,,,,,,,,,,,,,,,34,,,,,,,,,,,,,,,,,,
"Sales Catalog Br-A24, Lot 0349",,,"HONDIUS, ABRAHAM (Dutch), copy after -- from catalog: Hondius",,,,,,,,,,,A Lyon and Dogs after Hondius,,,Painting,,,,Unknown,,,,,,,1690 Jan 29 - 1690 Jan 31 (This Lot: Jan 29),Anonymous,"London, England, UK",,,,,,,,,,,,,,,,34,,,,,,,,,,,,,,,,,,
"Sales Catalog Br-A26, Lot 0101",,,"TENIERS, DAVID (THE YOUNGER) (Flemish), copy after -- from catalog: Teniers",,,,,,,,,,,"Two Dogs, with an Ox Head, after Teniers",,,Painting,,,,Unknown,,,,,,,1690 Feb 7 - 1690 Feb  8 (This Lot: Feb  7),Anonymous,"London, England, UK",,,,,,,,,,,,,,,,35,,,,,,,,,,,,,,,,,,
"Sales Catalog Br-A26, Lot 0300",,,"BLOEMAERT, ABRAHAM (Dutch) -- from catalog: Blomart",,,,,,,,,,,"Another Drawing by the same hand, of Jezabel being eaten with Dogs",,,Drawing,,,,Unknown,,,,,,,1690 Feb 7 - 1690 Feb  8 (This Lot: Feb  7),Anonymous,"London, England, UK",,,,,,,,,,,,,,,,35,,,,,,,,,,,,,,,,,,
"Sales Catalog Br-A26, Lot 0315",,,[ANONYMOUS] (Unknown) -- from catalog: [Anonymous],,,,,,,,,,,A piece of Dogs and a Fox,,,Painting,,,,Unknown,,,,,,,1690 Feb 7 - 1690 Feb  8 (This Lot: Feb  7),Anonymous,"London, England, UK",,,,,,,,,,,,,,,,35,,,,,,,,,,,,,,,,,,
"Sales Catalog Br-A27, Lot 0095",,,"GRYEF, ADRIAEN DE (Flemish) -- from catalog: Gryffyr",,,,,,,,,,,"A piece of Dogs, with a Hare and Birds",,,Painting,,,,Unknown,,,,,,,1690 Feb 20 - 1690 Feb 22 (This Lot: Feb 20),Millington (Edward),"London, England, UK",,,,,,,,,,,,,,,,36,,,,,,,,,,,,,,,,,,
"Sales Catalog Br-A27, Lot 0243",,,"GRYEF, ADRIAEN DE (Flemish) -- from catalog: Gryffyr",,,,,,,,,,,"A piece of Dogs and a Fowl, done by Gryffyr",,,Painting,,,,Unknown,,,,,,,1690 Feb 20 - 1690 Feb 22 (This Lot: Feb 20),Millington (Edward),"London, England, UK",,,,,,,,,,,,,,,,36,,,,,,,,,,,,,,,,,,
"Sales Catalog Br-A28, Lot 0349",,,[ANONYMOUS] (Unknown) -- from catalog: [Anonymous],,,,,,,,,,,Dogs and Ducks,,,Painting,,,,Unknown,,,,,,,1690 Feb 26,Anonymous,"London, England, UK",,,,,,,,,,,,,,,,37,,,,,,,,,,,,,,,,,,
"Sales Catalog Br-A29, Lot 0085",,,[ANONYMOUS] (Unknown) -- from catalog: [Anonymous],,,,,,,,,,,"A piece of Dogs, finely done in water colours",,,Watercolor,,,,Unknown,,,,,,,1690 Mar 19 - 1690 Mar 21 (This Lot: Mar 19),Millington (Edward),"London, England, UK",,,,,,,,,,,,,,,,38,,,,,,,,,,,,,,,,,,
"Sales Catalog Br-A29, Lot 0308",,,"LAER, PIETER VAN (BAMBOCCIO) (Dutch) -- from catalog: Bambouge",,,,,,,,,,,A piece of Dogs by Bambouge,,,Painting,,,,Unknown,,,,,,,1690 Mar 19 - 1690 Mar 21 (This Lot: Mar 19),Millington (Edward),"London, England, UK",,,,,,,,,,,,,,,,38,,,,,,,,,,,,,,,,,,
"Sales Catalog Br-A29, Lot 0452",,,"COOK (COOKE) (British), copy after -- from catalog: Cook",,,,,,,,,,,"A piece of Dogs, after Cook",,,Painting,,,,Unknown,,,,,,,1690 Mar 19 - 1690 Mar 21 (This Lot: Mar 19),Millington (Edward),"London, England, UK",,,,,,,,,,,,,,,,38,,,,,,,,,,,,,,,,,,
"Sales Catalog Br-A30, Lot 0308",,,[ANONYMOUS] (Unknown) -- from catalog: [Anonymous],,,,,,,,,,,A pc of Birds and Dogs,,,Painting,,,,Unknown,,,,,,,1690 Apr 3,Anonymous,"London, England, UK",,,,,,,,,,,,,,,,39,,,,,,,,,,,,,,,,,,
"Sales Catalog Br-A30, Lot 0326",,,[ANONYMOUS] (Unknown) -- from catalog: [Anonymous],,,,,,,,,,,A pc of Dogs and Ducks,,,Painting,,,,Unknown,,,,,,,1690 Apr 3,Anonymous,"London, England, UK",,,,,,,,,,,,,,,,39,,,,,,,,,,,,,,,,,,
"Sales Catalog Br-A33, Lot 0527",,,[ANONYMOUS] (Unknown) -- from catalog: [Anonymous],,,,,,,,,,,Two Dogs snarling at each other,,,Painting,,,,Unknown,,,,,,,1690 Apr 30 - 1690 May  2 (This Lot: Apr 30),Millington (Edward),"London, England, UK",,,,,,,,,,,,,,,,42,,,,,,,,,,,,,,,,,,
"Sales Catalog Br-A33, Lot 0727",,,[ANONYMOUS] (Unknown) -- from catalog: [Anonymous],,,,,,,,,,,"A piece of Dogs with a Duck, well done",,,Painting,,,,Unknown,,,,,,,1690 Apr 30 - 1690 May  2 (This Lot: Apr 30),Millington (Edward),"London, England, UK",,,,,,,,,,,,,,,,42,,,,,,,,,,,,,,,,,,
"Sales Catalog Br-A34, Lot 0206",,,[ANONYMOUS] (Unknown) -- from catalog: [Anonymous],,,,,,,,,,,A pc of dogs,,,Painting,,,,Unknown,,,,,,,1690 May 5,Anonymous,"London, England, UK",,,,,,,,,,,,,,,,43,,,,,,,,,,,,,,,,,,
"Sales Catalog Br-A35, Lot 0046",,,"SNYDERS, FRANS (Flemish), copy after -- from catalog: Snider",,,,,,,,,,,An Ox head and Dogs after Snider,,,Painting,,,,Unknown,,,,,,,1690 May 12,Anonymous,"London, England, UK",,,,,,,,,,,,,,,,44,,,,,,,,,,,,,,,,,,
"Sales Catalog Br-A35, Lot 0119",,,[ANONYMOUS] (Unknown) -- from catalog: [Anonymous],,,,,,,,,,,A Dogs head well done,,,Painting,,,,Unknown,,,,,,,1690 May 12,Anonymous,"London, England, UK",,,,,,,,,,,,,,,,44,,,,,,,,,,,,,,,,,,
"Sales Catalog Br-A37, Lot 0056",,,"HONDIUS, ABRAHAM (Dutch), copy after -- from catalog: Hondius",,,,,,,,,,,A piece of Dogs and Bird after Hondius,,,Painting,,,,Unknown,,,,,,,1690 May 20 - 1690 May 23 (This Lot: May 20),Millington (Edward),"London, England, UK",,,,,,,,,,,,,,,,46,,,,,,,,,,,,,,,,,,
"Sales Catalog Br-A37, Lot 0151",,,[ANONYMOUS] (Unknown) -- from catalog: [Anonymous],,,,,,,,,,,A Bore and Dogs,,,Painting,,,,Unknown,,,,,,,1690 May 20 - 1690 May 23 (This Lot: May 20),Millington (Edward),"London, England, UK",,,,,,,,,,,,,,,,46,,,,,,,,,,,,,,,,,,
"Sales Catalog Br-A38, Lot 0136",,,"HONDIUS, ABRAHAM (Dutch) -- from catalog: Hondius",,,,,,,,,,,"A piece of Swans and Dogs, an Original of Hondius",,,Painting,,,,Unknown,,,,,,,1690 May 26,Anonymous,"London, England, UK",,,,,,,,,,,,,,,,47,,,,,,,,,,,,,,,,,,
"Sales Catalog Br-A39, Lot 0198",,,[ANONYMOUS] (Unknown) -- from catalog: [Anonymous],,,,,,,,,,,A pc of Dogs well done,,,Painting,,,,Unknown,,,,,,,1690 May 27 and following days (This Lot: May 27),Anonymous,"London, England, UK",,,,,,,,,,,,,,,,48,,,,,,,,,,,,,,,,,,
"Sales Catalog Br-A39, Lot 0424",,,"HONDIUS, ABRAHAM (Dutch) -- from catalog: Hundius",,,,,,,,,,,Bears and Dogs by Hundius,,,Painting,,,,Unknown,,,,,,,1690 May 27 and following days (This Lot: May 27),Anonymous,"London, England, UK",,,,,,,,,,,,,,,,48,,,,,,,,,,,,,,,,,,
"Sales Catalog Br-A39, Lot 0425",,,"HONDIUS, ABRAHAM (Dutch) -- from catalog: Hundius",,,,,,,,,,,Dogs and a Bittern by Hundius,,,Painting,,,,Unknown,,,,,,,1690 May 27 and following days (This Lot: May 27),Anonymous,"London, England, UK",,,,,,,,,,,,,,,,48,,,,,,,,,,,,,,,,,,
"Sales Catalog Br-A454, Lot 0013",,,"BOGDANY, JAKOB (Hungarian) -- from catalog: Bogdani",,,,,,,,,,,Dogs and Birds,,,Painting,,,,Unknown,,,,,,,1751 Apr 23 - 1751 Apr 24 (This Lot: Apr 23),Ford,"London, England, UK",,,,,,"Hubert, William or others;  -- from catalog: Wm Hubert",,,,,,,,,,757,,,,,,,,,,,,,,,,,,
"Sales Catalog Br-A454, Lot 0025",,,"WOOTTON, JOHN (British) -- from catalog: Wootton",,,,,,,,,,,Dogs and dead Game,,,Painting,,,,Unknown,,,,,,,1751 Apr 23 - 1751 Apr 24 (This Lot: Apr 23),Ford,"London, England, UK",,,,,,"Hubert, William or others;  -- from catalog: Wm Hubert",,,,,,,,,,757,,,,,,,,,,,,,,,,,,
"Sales Catalog Br-A472, Lot 0049",,,"SNYDERS, FRANS (Flemish) -- from catalog: Francis Snyders",,,,,,,,,,,"Dogs, Foxes, &c. (companion to lot 50)",,,Painting,,,,Sold,,,,,,,1754 Jan 15 - 1754 Jan 17 (This Lot: Jan 15),Prestage,"London, England, UK",,,,51-9 pounds,,"Pomfret, Thomas Fermor, 1st Earl of;  -- from catalog: Thomas Earl of Pomfret","Lincoln, Lord;  -- from catalog: Ld Lincoln",,,,,,,,,,,,,,,,,,,,,,,,,,,
"Sales Catalog Br-A473, Lot 0064",,,"SNYDERS, FRANS (Flemish), and Rubens -- from catalog: Snyders","RUBENS, PETER PAUL (Flemish), and Snyders, F. -- from catalog: Rubens",,,,,,,,,,"Dead Game, the Huntsman feeding the dogs, by Rubens",,,Painting,,5' 5 h x 7' w,,Sold,,,,,,,1754 Jan 24 - 1754 Jan 25 (This Lot: Jan 24),Prestage,"London, England, UK",,,,74-11 pounds,,"Bragge, Robert;  -- from catalog: Dr Bragge",Moreland;  -- from catalog: Moreland,,,,,,,,,823,,,,,,,,,,,,,,,,,,
"Sales Catalog Br-A485, Lot [A]0050",,,"RUBENS, PETER PAUL (Flemish) -- from catalog: Rubens",,,,,,,,,,,Dogs,,,Painting,,,,Sold,,,,,,,"1755, dates unknown ",Anonymous,"London, England, UK",,,,12-12 pounds,,"Blackwood, John;  -- from catalog: Blackwood",Bromfield;  -- from catalog: Bromfield,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Sales Catalog Br-A489, Lot 0002",,,[ANONYMOUS] (Unknown) -- from catalog: [Anonymous],,,,,,,,,,,A Picture of two Dogs,,,Painting,,,,Unknown,,,,,,,1755 Jan 9 - 1755 Jan 10 (This Lot: Jan  9),Prestage,"London, England, UK",,,,,,"Austen, John, Sir, 1st Bart.;  -- from catalog: Sir John Austen, Bart",,,,,,,,,,857,,,,,,,,,,,,,,,,,,
