PDF_Page,Page_Num,Item_Num,On_Web,Artist_Name,Artist_Info,Desc_Num,Description,Title_  Modifier,Handwritten_Notes,Genre,Subject,Object_Type,Material,Dimensions,Image,Notes,Date_of_Sale,Verbatim_Seller,Estimated _Price,Starting _Price,Frame _Price,Selling _Price,Currency,Verbatim_Buyer,Transaction,Main Heading
744,744,78,YES,Joseph Mallord William Turner,,78,"""Grand Canal"" The Cathedral of San Marco and Campanile in the distance. The Grand  Canal is in the foreground, with a number of buildings bordering it. On the  canal are many boats, and in the middle a gondola with a gondolier plying his  oar. In the distance to the right there are a number ot churches which can  be seen through the mist. In the right foreground is seen a portion of the  bank of the canal. The whole picture is painted in a misty manner, showing  the light and delicious touch of the master.  Canvas, 50 in. long by 40 in. high.  Purchased from James Orrock, London, 1901. ",,,,,Painting,Canvas,50 in long x 40 in high ,,,1910/04/05,,,,,,,,,Modern Paintings
748,748,79,YES,Joseph Mallord William Turner,,79,"""St. Michael'S Mount"" This picture is painted in a golden tone representing St. Michael's Mount with  its tower looming above the summit. At the base are houses of the fishing  village, and to the right seaward are a number of sailing boats. In the fore-  ground a sandy beach is shown with men about to launch a boat. To the left  are four men, two men standing, one beside a buoy and another on horseback.  It is evidently low tide, as shown by the vessels, five of them lying on the  shore. Painted 1834.  Canvas, 30 in. long by 25 in. high.  Purchased from James Orrock, London, 1901. ",,,,,Painting,Canvas,30 in long x 25 in high ,,,1910/04/05,,,,,,,,,Modern Paintings
752,752,80,YES,Joseph Mallord William Turner,,80,"""Italian Landscape"" One of Turner's early works showing Italian scenery with temples, castles, and  ruins in the background. A viaduct crosses a chasm in the centre of the pic-  ture. The foreground is level and paved with large stones, with a parapet, over  which a figure is leaning. A large urn rest? on the wall. In the immediate  foreground is a man dressed in a red coat, with a woman and child. Trees  are to the right, and to the left is the typical stone pine so often seen in Tur-  ner's compositions.  This picture was purchased from Dr. Winslow, Portman Square, who writes  me as follows :  "" The picture which you purchased from me entitled ' Sunnv Italv,' bv Tur-  ner, was originally the property ot Dr. Leonard Stewart, who resided at Keppel  Street, Russell Square, London. He was traveling physician to the late  Marquis of Hertford. Dr. Stewart traveled in Italy with him, and there  became acquainted with Mr. Turner ; but how he came into possession of the  picture, whether by gift or by purchase, there is no means of ascertaining. It  was left by Dr. L. Stewart to his nephew, the late Mr. John Stewart, who is  connected with me by marriage. The name ' Sunny Italy ' is given by Mr.  Jobson, the publisher of the Art Portfolio, in which this picture was represented,  being No. i 3. The picture has never been exhibited. It has been in our  family for about sixty years.""  Canvas, 36 in. long by 28 in. high. ",,,Landscape,,Painting,Canvas,36 in long x 28 in high ,,,1910/04/05,,,,,,,,,Modern Paintings
755,755,81,NO,Jehan Georges Vibert,French School,81,"Born in Paris, September 30, 1840; died, 1902. Pupil of Picot and Barrias. Medals: 1864, J 867, 1868; Legion of Honor, 1870; Officer, Legion of Honor, 1882.",,,,,,,,,,1910/04/05,,,,,,,,,Modern Paintings
756,756,81a,YES,Jehan Georges Vibert,,81a.,"""The Sacrilegious Monkey"" The master has written a letter describing the picture, the translation of which  is as follows : -  My Dear Parents : I write you from my prison because 1 am chained in a cage, upon which is a label bearing che  word "" sacrilege."" What does it mean ? What wrong have I done ? I really do not know. However, it must  have been very serious to deprive me of my liberty and to be condemned to bread and water.  In one word here are the facts : Until now (as I have always told you), I was satisfied with my new position. I  had the good fortune to please his Eminence, my master. I diverted him in his arduous labors, and I felt greatly  recompensed by his caresses and several dainties. It is true there was Bazile, a tail fellow dressed in black, who  stole my nuts and teased me at his pleasure ; but, with all this he kept me company when I was not wanted in the  ""salon,"" and I preferred that to solitude; besides, he showed me some tricks with which 1 have great success ;  therefore, without being the best of friends, we live together peacefully, and apart from the sorrow of being separated  from you, my dear parents, your son might pass for a happy mortal (con tf /it us sua sorte), as says Monsignor. Some  time ago in our leisure moments, when his Eminence was at the Vatican, Bazile amused himself by wrapping me up  in a red tippet and enjoyed seeing me imitate the gestures and grimaces of preachers in the pulpit. I think I succeeded  well, because my professor seemed to enjoy it hugely. I thought it was the repetition of a new trick to amuse my  master with ; therefore, when one day he was working with another cardinal friend of his, and seeing them verv much  occupied, I thought the moment favorable to distract them, and profiting by their being absorbed in their sorcery  books, I went, without being seen, into the clothes-closet, the door of which had been kept ajar, and adjusted myself  in haste, passing over my neck the golden chain used in grand festivities ; and when I was all ready, with one bound,  and with great noise, I darted from the closet onto the chimney, dragging behind me a large sash, which I flourished  like a flag. The effect was formidable.  As soon as he had perceived me Monsignor got up with an irritated air, took hold of a broom, with which he threat-  ened me, and calling loudly for Bazile, who came like lighting, sprang furiously forward to catch me. Amazed at all  this noise, which I could not comprehend, 1 began myself to halloo; but, notwithstanding my desperate resistance, I  was instantly seized, and after being despoiled of my costume, Monsignor threw it into the fire while pronouncing  some Latin words. I was mercilesslv whipped, and trembling all over from fear, was thrown into the awful prison,  where I bewail and try to comprehend the terrible fault I have committed. Can it be because I put on my master's  vestments .' If so, why did Bazile teach me to do so? And why did the other cardinal nearly split his sides with  laughter during the scene, and look as if he thought me very comical .\xE2\x96 '  Do I take offense when, in the morning in his breeches, his Eminence makes (what he calls) hygienic movements  with a sash with a ring to it like mine, or when he repeats his discourses with gestures .'  One must decidedly believe that the greatest crime in the eyes of the great is that of resemblance.  Signed in lower left-hand corner : "" J. G. Vibert.""  Panel, 36,5 in. long by 28,5 in. high. ",,,,,Painting,Wood,"36,5 in long x 28,5 in high ",,,1910/04/05,,,,,,,,,Modern Paintings
759,759,82,NO,Florent Willems,Flemish School,82,"Born at Liege, January 8, 1823; died, 1905. Medals: Of Paris, first class, 1855, ""^67, 1878; Officer of Order of Leopold, 1851 ; Officer, 1868 ; Legion of Honor, 1853; Com- mander, 1878. ",,,,,,,,,,1910/04/05,,,,,,,,,Modern Paintings
760,760,82a,YES,Florent Willems,,82a.,"""Painting The Family Portraits' The artist, dressed in a velvet jacket, is represented as sitting before his canvas,  painting the portraits of a family consisting of father, mother, and child. The  father stands behind the mother, and the latter affectionately presses the third  of the trio to her knee. The group is on a platform which is covered with an  antique rug, and raised three steps from the floor.  Signed : *' F. Willems,"" in the lower right-hand corner.  Panel, 27,5 in. long by 36 in. high. ",,,Portrait,,Painting,Canvas,"27,5 in long x 36 in high ",,,1910/04/05,,,,,,,,,Modern Paintings
763,763,83,NO,Felix Ziem,French School,83,"Born at Beaune, February 25, 1821. Medals: Third class, 1851, 1855; Legion of Honor, 1857; first class, 1852; Officer, 1878. ",,,,,,,,,,1910/04/05,,,,,,,,,Modern Paintings
764,764,83a,YES,Felix Ziem,,83a.,"""Grand Canal, Venice"" A large war vessel, of ancient period, lies ready for sailing on the Grand Canal,  in front of the palace. The boat is filled with soldiers, and the rowers have  their oars in position, awaiting the signal for departure. The commander of  the vessel, gayly attired in uniform, is about to enter a gondola which is wait-  ing to carry him aboard. Two ladies stand beside the boat to bid him adieu.  The buildings stretched out in the distance reflect the bright sunshine of a  midsummer's day.  Signed in the lower left-hand corner : ** Ziem.""  Canvas, 43 in. long by 27 in. high. ",,,,,Painting,Canvas,43 in long x 27 in high ,,,1910/04/05,,,,,,,,,Modern Paintings
767,767,84,NO,Georges Groegaert,French School,84,"Born in Paris. Prize of Rome in Paris; Honorable Mention, 1886; Honorable Men- tion, Exposition Universelle, 1889. ",,,,,,,,,,1910/04/05,,,,,,,,,Modern Paintings
768,768,84a,NO,Georges Groegaert,,84a.,"Lady Resting x 13 in long by 9,5 in high.  A lady is leaning back on a gray-buff sofa that stands across the composition.  She leans her left elbow on a black cushion, while her hand supports her head,  which is crowned with golden red hair. Her right arm is extended along the  top of a pearl-gray cushion. She is daintily attired in a cinnamon-creamy skirt,  composed of three flounces of accordion plaiting, and an apricot silk waist, show-  ing below a red plum velvet jacket that is fastened at the neck. To the right  of the sofa stands a blue table, on which is a vase of pink roses, while over  on the left is a Japanese high-boy cabinet, decorated with gold arabesques on a  black lacquer ground.  Signed and dated at the lower left - ""Georges Groegaert, Paris, 1889."" ",,,,,,,"13 in long x 9,5 in high ",,,1910/04/05,,,,,,,,,Modern Paintings
769,769,85,NO,Gilbert Munger,Deceased ,85,"Born in America. Student of Rousseau, Corot and Daubigny, Officer of the Order of the Liberator, Venezuela, 1888. Grand Cross of Saxony for Art and Science, from the  Duke of Saxe-Meiningen, 1889. King Leopold Gold Medal, Belgium, 1889. Honorary  Member and Decoration, Academy of Fine Arts, Italy, 1889. Honorary Member and  Decoration, Academy of Fine Arts, Larino, Italy, 1889. Commander of the Order of  the Liberator, Venezuela, 1889. Knight of the Saxon House, Order from the Duke  of Saxe-Coburg-Gotha, 1890. ",,,,,,,,,,1910/04/05,,,,,,,,,Modern Paintings
770,770,85a,NO,Gilbert Munger,,85a.,"Near Nanterre x 18 in long by 12,5 in high.  Extending across the front is an expanse of still water with motionless reflec-  tions of a faint gray sky mottled with puffs of mauve and cream. The smooth  surface is interrupted by a dark punt that is being propelled by a man in a white  shirt. Silhouetted against the waning light of the sky are the trees that border  the opposite bank. A clump appears toward the right, separated from another  in the centre by the creamy walls and brown roofs of some cottages. Other  buildings are visible toward the left, succeeded by a row of separate poplar trees.  The vista is closed by a spit of land projecting from the left of the picture,  where a white and a dun cow are seen near a mass of soft yellow, green and  brown willows.  Signed at the lower left - ""Gilbert Munger,"" ",,,,,,,"18 in long x 12,5 in high ",,,1910/04/05,,,,,,,,,Modern Paintings
771,771,86,NO,Charles Francois Daubigny,"French School, 1817-1878 ",86,"A Sea-Coast Landscape x 25,5 in long by 11,75 in high.  The scene shows a hilly landscape overlooking an expanse of sea, dotted with  minute sails. The water is a pale green with white and dove-gray reflections  from a sky that is banked with clusters of white and gray cloud, surmounted  by faint blue, and a scattering of drab vapor. The cliflT rises from the left of  the foreground, in a belt of golden green and yellowish gray pasture, where in  the centre appears a black cow with white face, and farther to the left a white  one, both feeding. Beyond the latter, grouped upon the brink of the cliff, are  also four brown cows and a white one. To the right of them a brown cow with  white face stands near a man who is seated on the grass, while a boy in a blue  blouse stands beside him. Starting above these figures a rude wall extends  across the slope, interrupted with bushes and one conspicuous withered tree.  Beyond this line the hillside is bare of vegetation, rising like the side of a  quarry to a gabled house on the summit.  Signed and dated at the lower right - **Daubigny, 1869."" ",,,Landscape,,,,"25,5 in long x 11,75 in high ",,,1910/04/05,,,,,,,,,Modern Paintings
